paperId,citationCount,influentialCitationCount,doi,authorId,name,paperCount,citationCount,hIndex
21e47a5b98afa4c56844a18c117461dc6150956d,2040,92,10.1016/S1364-6613(98)01221-2,144391220,M. Kawato,639.0,37166.0,89.0
1fe539deaf3261599e33034d0c8380bffafa7681,60,1,10.1016/S1364-6613(98)01120-6,144540296,J. Dean,71.0,1909.0,24.0
1e045071abe8d62bd607ce21ea48391315a05e21,0,0,10.1016/j.tics.2021.08.008,2052597195,O. Jensen,24.0,151.0,5.0
1e045071abe8d62bd607ce21ea48391315a05e21,0,0,10.1016/j.tics.2021.08.008,47304516,Yali Pan,11.0,40.0,3.0
1e045071abe8d62bd607ce21ea48391315a05e21,0,0,10.1016/j.tics.2021.08.008,3218422,S. Frisson,57.0,1608.0,20.0
1e045071abe8d62bd607ce21ea48391315a05e21,0,0,10.1016/j.tics.2021.08.008,2144733497,Lin Wang,13.0,40.0,3.0
b12f93e8081e5ef41ca51009db2cbf7ab87497e5,2,0,10.1016/j.tics.2021.07.001,1403563659,Brenna Hassinger-Das,33.0,626.0,12.0
b12f93e8081e5ef41ca51009db2cbf7ab87497e5,2,0,10.1016/j.tics.2021.07.001,4343534,Jennifer M. Zosh,34.0,1042.0,12.0
b12f93e8081e5ef41ca51009db2cbf7ab87497e5,2,0,10.1016/j.tics.2021.07.001,38951144,A. S. Bustamante,23.0,212.0,9.0
b12f93e8081e5ef41ca51009db2cbf7ab87497e5,2,0,10.1016/j.tics.2021.07.001,2962767,R. Golinkoff,286.0,14658.0,67.0
b12f93e8081e5ef41ca51009db2cbf7ab87497e5,2,0,10.1016/j.tics.2021.07.001,1404468069,K. Hirsh-Pasek,278.0,15365.0,66.0
369006abc1556ef8b85f23f7a2b1c86f072cf279,4,0,10.1016/j.tics.2021.03.015,6337289,Lucius Caviola,44.0,648.0,11.0
369006abc1556ef8b85f23f7a2b1c86f072cf279,4,0,10.1016/j.tics.2021.03.015,2516265,Stefan Schubert,37.0,126.0,6.0
